Date,Open,High,Low,Close,Adj Close,Volume,SMA25,SMA50,SMA75
1980-02-20,6806.009765625,6806.009765625,6806.009765625,6806.009765625,6806.009765625,0,6760.16037109375,,
1980-02-21,6776.509765625,6776.509765625,6776.509765625,6776.509765625,6776.509765625,0,6765.09037109375,,
1980-02-22,6783.22021484375,6783.22021484375,6783.22021484375,6783.22021484375,6783.22021484375,0,6770.1671875,,
1980-02-25,6751.2900390625,6751.2900390625,6751.2900390625,6751.2900390625,6751.2900390625,0,6774.246796875,,
1980-02-26,6739.43017578125,6739.43017578125,6739.43017578125,6739.43017578125,6739.43017578125,0,6777.173203125,,
1980-02-27,6777.33984375,6777.33984375,6777.33984375,6777.33984375,6777.33984375,0,6780.883203125,,
1980-02-28,6743.990234375,6743.990234375,6743.990234375,6743.990234375,6743.990234375,0,6782.87521484375,,
1980-02-29,6764.89013671875,6764.89013671875,6764.89013671875,6764.89013671875,6764.89013671875,0,6783.59361328125,,
1980-03-03,6793.56005859375,6793.56005859375,6793.56005859375,6793.56005859375,6793.56005859375,0,6784.6276171875,,
1980-03-04,6778.27001953125,6778.27001953125,6778.27001953125,6778.27001953125,6778.27001953125,0,6785.2140234375,,
1980-03-05,6794.0400390625,6794.0400390625,6794.0400390625,6794.0400390625,6794.0400390625,0,6786.142421875,,
1980-03-06,6736.08984375,6736.08984375,6736.08984375,6736.08984375,6736.08984375,0,6784.52201171875,,
1980-03-07,6625.18017578125,6625.18017578125,6625.18017578125,6625.18017578125,6625.18017578125,0,6778.8028125,,
1980-03-10,6507.16015625,6507.16015625,6507.16015625,6507.16015625,6507.16015625,0,6767.98361328125,,
1980-03-11,6535.669921875,6535.669921875,6535.669921875,6535.669921875,6535.669921875,0,6757.64201171875,,
1980-03-12,6609.4599609375,6609.4599609375,6609.4599609375,6609.4599609375,6609.4599609375,0,6751.41560546875,,
1980-03-13,6604.39013671875,6604.39013671875,6604.39013671875,6604.39013671875,6604.39013671875,0,6743.5780078125,,
1980-03-14,6593.39990234375,6593.39990234375,6593.39990234375,6593.39990234375,6593.39990234375,0,6735.48919921875,,
1980-03-17,6562.66015625,6562.66015625,6562.66015625,6562.66015625,6562.66015625,0,6725.3544140625,6712.350986328125,
1980-03-18,6578.2099609375,6578.2099609375,6578.2099609375,6578.2099609375,6578.2099609375,0,6715.3608203125,6712.711982421875,
1980-03-19,6584.759765625,6584.759765625,6584.759765625,6584.759765625,6584.759765625,0,6705.3116015625,6713.3541796875,
1980-03-20,6584.759765625,6584.759765625,6584.759765625,6584.759765625,6584.759765625,0,6695.10759765625,6713.783779296875,
1980-03-21,6571.77001953125,6571.77001953125,6571.77001953125,6571.77001953125,6571.77001953125,0,6684.87,6713.382578125,
1980-03-24,6567.25,6567.25,6567.25,6567.25,6567.25,0,6677.29599609375,6712.8473828125,
1980-03-25,6531.259765625,6531.259765625,6531.259765625,6531.259765625,6531.259765625,0,6668.02279296875,6711.1623828125,
1980-03-26,6535.8798828125,6535.8798828125,6535.8798828125,6535.8798828125,6535.8798828125,0,6657.21759765625,6708.688984375,
1980-03-27,6481.02001953125,6481.02001953125,6481.02001953125,6481.02001953125,6481.02001953125,0,6645.3980078125,6705.244189453125,
1980-03-28,6475.93017578125,6475.93017578125,6475.93017578125,6475.93017578125,6475.93017578125,0,6633.10640625,6701.636796875,
1980-03-31,6556.18994140625,6556.18994140625,6556.18994140625,6556.18994140625,6556.18994140625,0,6625.30240234375,6699.774599609375,
1980-04-01,6502.7998046875,6502.7998046875,6502.7998046875,6502.7998046875,6502.7998046875,0,6615.8371875,6696.5051953125,
1980-04-02,6562.990234375,6562.990234375,6562.990234375,6562.990234375,6562.990234375,0,6607.263203125,6694.073203125,
1980-04-03,6614.2001953125,6614.2001953125,6614.2001953125,6614.2001953125,6614.2001953125,0,6602.0716015625,6692.473408203125,
1980-04-04,6688.64013671875,6688.64013671875,6688.64013671875,6688.64013671875,6688.64013671875,0,6599.0216015625,6691.307607421875,
1980-04-07,6737.06005859375,6737.06005859375,6737.06005859375,6737.06005859375,6737.06005859375,0,6596.7616015625,6690.694609375,
1980-04-08,6682.5400390625,6682.5400390625,6682.5400390625,6682.5400390625,6682.5400390625,0,6592.93240234375,6689.073212890625,
1980-04-09,6708.240234375,6708.240234375,6708.240234375,6708.240234375,6708.240234375,0,6589.50041015625,6687.821416015625,
1980-04-10,6730.509765625,6730.509765625,6730.509765625,6730.509765625,6730.509765625,0,6589.27720703125,6686.899609375,
1980-04-11,6751.9599609375,6751.9599609375,6751.9599609375,6751.9599609375,6751.9599609375,0,6594.3483984375,6686.57560546875,
1980-04-14,6808.169921875,6808.169921875,6808.169921875,6808.169921875,6808.169921875,0,6606.3887890625,6687.186201171875,
1980-04-15,6805.77978515625,6805.77978515625,6805.77978515625,6805.77978515625,6805.77978515625,0,6617.19318359375,6687.41759765625,
1980-04-16,6770.3701171875,6770.3701171875,6770.3701171875,6770.3701171875,6770.3701171875,0,6623.62958984375,6687.52259765625,
1980-04-17,6798.77978515625,6798.77978515625,6798.77978515625,6798.77978515625,6798.77978515625,0,6631.40517578125,6687.491591796875,
1980-04-18,6811.39013671875,6811.39013671875,6811.39013671875,6811.39013671875,6811.39013671875,0,6640.12478515625,6687.8069921875,
1980-04-21,6810.669921875,6810.669921875,6810.669921875,6810.669921875,6810.669921875,0,6650.04517578125,6687.699794921875,6691.5823828125
1980-04-22,6799.009765625,6799.009765625,6799.009765625,6799.009765625,6799.009765625,0,6658.87716796875,6687.118994140625,6694.767044270833
1980-04-23,6843.85009765625,6843.85009765625,6843.85009765625,6843.85009765625,6843.85009765625,0,6669.24078125,6687.27619140625,6698.649713541667
1980-04-24,6830.31005859375,6830.31005859375,6830.31005859375,6830.31005859375,6830.31005859375,0,6679.06279296875,6687.0851953125,6702.2101171875
1980-04-25,6904.81005859375,6904.81005859375,6904.81005859375,6904.81005859375,6904.81005859375,0,6692.38439453125,6688.627197265625,6706.38318359375
1980-04-28,6875.66015625,6875.66015625,6875.66015625,6875.66015625,6875.66015625,0,6704.72080078125,6691.0083984375,6710.138522135417
1980-04-30,6865.56005859375,6865.56005859375,6865.56005859375,6865.56005859375,6865.56005859375,0,6718.0928125,6693.057802734375,6713.472526041666
1980-05-01,6865.080078125,6865.080078125,6865.080078125,6865.080078125,6865.080078125,0,6731.2608203125,6694.239208984375,6716.2129296875
1980-05-02,6882.64990234375,6882.64990234375,6882.64990234375,6882.64990234375,6882.64990234375,0,6747.326015625,6696.36201171875,6719.27146484375
1980-05-06,6856.080078125,6856.080078125,6856.080078125,6856.080078125,6856.080078125,0,6762.53201171875,6697.819208984375,6721.9352018229165
1980-05-07,6834.83984375,6834.83984375,6834.83984375,6834.83984375,6834.83984375,0,6773.6780078125,6699.490205078125,6724.409069010417
1980-05-08,6757.7001953125,6757.7001953125,6757.7001953125,6757.7001953125,6757.7001953125,0,6783.8740234375,6699.85560546875,6725.628138020833
1980-05-09,6808.3798828125,6808.3798828125,6808.3798828125,6808.3798828125,6808.3798828125,0,6793.689609375,6700.47640625,6727.278671875
1980-05-12,6754.93994140625,6754.93994140625,6754.93994140625,6754.93994140625,6754.93994140625,0,6799.31919921875,6700.695400390625,6728.088671875
1980-05-13,6766.93994140625,6766.93994140625,6766.93994140625,6766.93994140625,6766.93994140625,0,6802.45119140625,6700.736396484375,6728.35546875
1980-05-14,6747.740234375,6747.740234375,6747.740234375,6747.740234375,6747.740234375,0,6802.8783984375,6699.82,6728.089205729167
1980-05-15,6746.509765625,6746.509765625,6746.509765625,6746.509765625,6746.509765625,0,6805.4371875,6699.184794921875,6727.861204427083
1980-05-16,6733.0,6733.0,6733.0,6733.0,6733.0,0,6806.427578125,6697.963994140625,6727.356803385416
1980-05-19,6634.330078125,6634.330078125,6634.330078125,6634.330078125,6634.330078125,0,6802.580390625,6695.928798828125,6725.459869791666
1980-05-20,6707.2998046875,6707.2998046875,6707.2998046875,6707.2998046875,6707.2998046875,0,6800.793984375,6697.57119140625,6724.6483984375
1980-05-21,6822.18017578125,6822.18017578125,6822.18017578125,6822.18017578125,6822.18017578125,0,6801.35439453125,6703.871591796875,6725.242265625
1980-05-22,6836.89013671875,6836.89013671875,6836.89013671875,6836.89013671875,6836.89013671875,0,6802.59880859375,6709.89599609375,6725.811334635417
1980-05-23,6839.89013671875,6839.89013671875,6839.89013671875,6839.89013671875,6839.89013671875,0,6805.379609375,6714.504599609375,6726.808268229167
1980-05-26,6831.919921875,6831.919921875,6831.919921875,6831.919921875,6831.919921875,0,6806.70521484375,6719.0551953125,6727.229466145834
1980-05-27,6826.5,6826.5,6826.5,6826.5,6826.5,0,6807.309609375,6723.717197265625,6727.641197916667
1980-05-28,6849.0498046875,6849.0498046875,6849.0498046875,6849.0498046875,6849.0498046875,0,6808.8448046875,6729.444990234375,6728.08146484375
1980-05-29,6841.39990234375,6841.39990234375,6841.39990234375,6841.39990234375,6841.39990234375,0,6810.54041015625,6734.7087890625,6728.259466145833
1980-05-30,6855.7001953125,6855.7001953125,6855.7001953125,6855.7001953125,6855.7001953125,0,6811.0144140625,6740.12759765625,6728.522265625
1980-06-02,6862.7001953125,6862.7001953125,6862.7001953125,6862.7001953125,6862.7001953125,0,6812.31001953125,6745.68640625,6728.8268033854165
1980-06-03,6826.18017578125,6826.18017578125,6826.18017578125,6826.18017578125,6826.18017578125,0,6809.16482421875,6750.774609375,6728.80640625
1980-06-04,6795.6298828125,6795.6298828125,6795.6298828125,6795.6298828125,6795.6298828125,0,6805.96361328125,6755.34220703125,6729.3268033854165
1980-06-05,6821.240234375,6821.240234375,6821.240234375,6821.240234375,6821.240234375,0,6804.1908203125,6761.14181640625,6730.102141927084
1980-06-06,6814.5,6814.5,6814.5,6814.5,6814.5,0,6802.1676171875,6766.71421875,6730.215345052084
1980-06-09,6823.0400390625,6823.0400390625,6823.0400390625,6823.0400390625,6823.0400390625,0,6799.78322265625,6773.554619140625,6730.835748697917
1980-06-10,6783.240234375,6783.240234375,6783.240234375,6783.240234375,6783.240234375,0,6796.86962890625,6779.7008203125,6730.836015625
1980-06-11,6826.009765625,6826.009765625,6826.009765625,6826.009765625,6826.009765625,0,6796.51642578125,6785.097216796875,6731.832278645833
1980-06-12,6814.72021484375,6814.72021484375,6814.72021484375,6814.72021484375,6814.72021484375,0,6798.7972265625,6791.335625,6732.836145833333
1980-06-13,6821.81005859375,6821.81005859375,6821.81005859375,6821.81005859375,6821.81005859375,0,6799.33443359375,6796.512021484375,6733.42908203125
1980-06-16,6852.60986328125,6852.60986328125,6852.60986328125,6852.60986328125,6852.60986328125,0,6803.24123046875,6801.28021484375,6734.87734375
1980-06-17,6798.5,6798.5,6798.5,6798.5,6798.5,0,6804.5036328125,6803.477412109375,6735.325475260417
1980-06-18,6824.9501953125,6824.9501953125,6824.9501953125,6824.9501953125,6824.9501953125,0,6807.59203125,6805.23521484375,6735.744010416666
1980-06-19,6791.8798828125,6791.8798828125,6791.8798828125,6791.8798828125,6791.8798828125,0,6809.4068359375,6807.42201171875,6735.9254752604165
1980-06-20,6813.85009765625,6813.85009765625,6813.85009765625,6813.85009765625,6813.85009765625,0,6812.64083984375,6809.534208984375,6736.189609375
1980-06-23,6860.89013671875,6860.89013671875,6860.89013671875,6860.89013671875,6860.89013671875,0,6821.7032421875,6812.14181640625,6737.85361328125
1980-06-24,6806.3701171875,6806.3701171875,6806.3701171875,6806.3701171875,6806.3701171875,0,6825.6660546875,6813.23001953125,6740.269479166666
1980-06-25,6761.25,6761.25,6761.25,6761.25,6761.25,0,6823.22884765625,6812.29162109375,6743.65734375
1980-06-26,6800.52978515625,6800.52978515625,6800.52978515625,6800.52978515625,6800.52978515625,0,6821.77443359375,6812.18662109375,6747.18880859375
1980-06-27,6825.02978515625,6825.02978515625,6825.02978515625,6825.02978515625,6825.02978515625,0,6821.18001953125,6813.279814453125,6750.063072916667
1980-06-30,6870.7001953125,6870.7001953125,6870.7001953125,6870.7001953125,6870.7001953125,0,6822.73123046875,6814.71822265625,6753.6138736979165
1980-07-01,6824.35009765625,6824.35009765625,6824.35009765625,6824.35009765625,6824.35009765625,0,6822.645234375,6814.977421875,6756.693209635417
1980-07-02,6819.4501953125,6819.4501953125,6819.4501953125,6819.4501953125,6819.4501953125,0,6821.46125,6815.15302734375,6760.117076822917
1980-07-03,6863.83984375,6863.83984375,6863.83984375,6863.83984375,6863.83984375,0,6822.35884765625,6816.44962890625,6763.9254752604165
1980-07-04,6846.08984375,6846.08984375,6846.08984375,6846.08984375,6846.08984375,0,6821.97443359375,6816.494423828125,6767.409876302083
1980-07-07,6708.490234375,6708.490234375,6708.490234375,6708.490234375,6708.490234375,0,6815.80603515625,6814.05802734375,6769.059615885417
1980-07-08,6755.5400390625,6755.5400390625,6755.5400390625,6755.5400390625,6755.5400390625,0,6812.9804296875,6811.072626953125,6771.5098828125
1980-07-09,6789.7099609375,6789.7099609375,6789.7099609375,6789.7099609375,6789.7099609375,0,6812.7436328125,6809.353623046875,6774.476015625
1980-07-10,6794.240234375,6794.240234375,6794.240234375,6794.240234375,6794.240234375,0,6811.6636328125,6807.9272265625,6777.982421875
1980-07-11,6787.9599609375,6787.9599609375,6787.9599609375,6787.9599609375,6787.9599609375,0,6810.60203125,6806.38482421875,6781.343489583333
1980-07-14,6779.35986328125,6779.35986328125,6779.35986328125,6779.35986328125,6779.35986328125,0,6808.85482421875,6804.3190234375,6785.321354166666
1980-07-15,6793.3701171875,6793.3701171875,6793.3701171875,6793.3701171875,6793.3701171875,0,6809.26001953125,6803.06482421875,6789.55388671875
1980-07-16,6816.14990234375,6816.14990234375,6816.14990234375,6816.14990234375,6816.14990234375,0,6808.865625,6802.691025390625,6793.02001953125
1980-07-17,6810.41015625,6810.41015625,6810.41015625,6810.41015625,6810.41015625,0,6808.69322265625,6803.745224609375,6797.121490885416
1980-07-18,6819.77978515625,6819.77978515625,6819.77978515625,6819.77978515625,6819.77978515625,0,6808.61201171875,6803.97322265625,6800.5453515625
1980-07-21,6842.490234375,6842.490234375,6842.490234375,6842.490234375,6842.490234375,0,6808.2072265625,6805.724228515625,6803.58921875
1980-07-22,6836.10009765625,6836.10009765625,6836.10009765625,6836.10009765625,6836.10009765625,0,6809.71123046875,6807.107431640625,6805.5553515625
1980-07-23,6837.47021484375,6837.47021484375,6837.47021484375,6837.47021484375,6837.47021484375,0,6810.21203125,6808.90203125,6806.894153645833
1980-07-24,6795.97998046875,6795.97998046875,6795.97998046875,6795.97998046875,6795.97998046875,0,6810.37603515625,6809.891435546875,6808.406686197916
1980-07-25,6810.490234375,6810.490234375,6810.490234375,6810.490234375,6810.490234375,0,6810.241640625,6811.441240234375,6809.77001953125
1980-07-28,6816.7099609375,6816.7099609375,6816.7099609375,6816.7099609375,6816.7099609375,0,6808.47443359375,6815.088837890625,6810.91935546875
1980-07-29,6811.3798828125,6811.3798828125,6811.3798828125,6811.3798828125,6811.3798828125,0,6808.67482421875,6817.170439453125,6811.71162109375
1980-07-30,6821.10009765625,6821.10009765625,6821.10009765625,6821.10009765625,6821.10009765625,0,6811.068828125,6817.148837890625,6811.8840234375
1980-07-31,6819.6298828125,6819.6298828125,6819.6298828125,6819.6298828125,6819.6298828125,0,6811.83283203125,6816.8036328125,6812.06869140625
1980-08-01,6788.2998046875,6788.2998046875,6788.2998046875,6788.2998046875,6788.2998046875,0,6810.3636328125,6815.771826171875,6812.30775390625
1980-08-04,6753.39990234375,6753.39990234375,6753.39990234375,6753.39990234375,6753.39990234375,0,6805.67162109375,6814.20142578125,6811.702688802084
1980-08-05,6760.85009765625,6760.85009765625,6760.85009765625,6760.85009765625,6760.85009765625,0,6803.13162109375,6812.888427734375,6811.028821614584
1980-08-06,6739.97021484375,6739.97021484375,6739.97021484375,6739.97021484375,6739.97021484375,0,6799.952421875,6810.7068359375,6810.086158854167
1980-08-07,6739.89013671875,6739.89013671875,6739.89013671875,6739.89013671875,6739.89013671875,0,6794.99443359375,6808.676640625,6809.297897135417
1980-08-08,6771.52001953125,6771.52001953125,6771.52001953125,6771.52001953125,6771.52001953125,0,6792.011640625,6806.993037109375,6808.33349609375
1980-08-11,6778.5400390625,6778.5400390625,6778.5400390625,6778.5400390625,6778.5400390625,0,6794.8136328125,6805.309833984375,6807.643229166667
1980-08-12,6801.68017578125,6801.68017578125,6801.68017578125,6801.68017578125,6801.68017578125,0,6796.65923828125,6804.819833984375,6806.2681640625
1980-08-13,6834.31982421875,6834.31982421875,6834.31982421875,6834.31982421875,6834.31982421875,0,6798.4436328125,6805.5936328125,6805.716959635417
1980-08-14,6824.0,6824.0,6824.0,6824.0,6824.0,0,6799.6340234375,6805.648828125,6805.162825520833
1980-08-15,6836.81982421875,6836.81982421875,6836.81982421875,6836.81982421875,6836.81982421875,0,6801.58841796875,6806.095224609375,6804.786022135417
1980-08-18,6835.77978515625,6835.77978515625,6835.77978515625,6835.77978515625,6835.77978515625,0,6803.84521484375,6806.35001953125,6804.161087239583
1980-08-19,6864.5498046875,6864.5498046875,6864.5498046875,6864.5498046875,6864.5498046875,0,6806.69240234375,6807.9762109375,6804.274016927084
1980-08-20,6878.759765625,6878.759765625,6878.759765625,6878.759765625,6878.759765625,0,6809.196796875,6809.0312109375,6804.859615885417
1980-08-21,6853.68994140625,6853.68994140625,6853.68994140625,6853.68994140625,6853.68994140625,0,6810.92798828125,6809.81060546875,6806.139479166667
1980-08-22,6886.16015625,6886.16015625,6886.16015625,6886.16015625,6886.16015625,0,6813.583203125,6811.097607421875,6807.176549479167
1980-08-25,6922.990234375,6922.990234375,6922.990234375,6922.990234375,6922.990234375,0,6816.803203125,6812.50521484375,6809.417220052083
1980-08-26,6906.0498046875,6906.0498046875,6906.0498046875,6906.0498046875,6906.0498046875,0,6819.60119140625,6814.6562109375,6811.272018229167
1980-08-27,6930.66015625,6930.66015625,6930.66015625,6930.66015625,6930.66015625,0,6823.3287890625,6816.77041015625,6813.710950520834
1980-08-28,6879.830078125,6879.830078125,6879.830078125,6879.830078125,6879.830078125,0,6826.68279296875,6818.5294140625,6815.4885546875
1980-08-29,6914.080078125,6914.080078125,6914.080078125,6914.080078125,6914.080078125,0,6830.82638671875,6820.534013671875,6817.902955729167
1980-09-01,6889.5400390625,6889.5400390625,6889.5400390625,6889.5400390625,6889.5400390625,0,6833.73958984375,6821.10701171875,6821.305755208334
1980-09-02,6915.39990234375,6915.39990234375,6915.39990234375,6915.39990234375,6915.39990234375,0,6837.900390625,6823.287607421875,6824.0804231770835
1980-09-03,6927.27001953125,6927.27001953125,6927.27001953125,6927.27001953125,6927.27001953125,0,6842.1471875,6826.6080078125,6825.48162109375
1980-09-04,6917.56005859375,6917.56005859375,6917.56005859375,6917.56005859375,6917.56005859375,0,6846.06439453125,6828.94861328125,6826.557220052084
1980-09-05,6943.68994140625,6943.68994140625,6943.68994140625,6943.68994140625,6943.68994140625,0,6852.28,6831.32181640625,6827.941217447917
1980-09-08,6938.419921875,6938.419921875,6938.419921875,6938.419921875,6938.419921875,0,6859.68080078125,6832.6762109375,6829.361217447917
1980-09-09,6937.97998046875,6937.97998046875,6937.97998046875,6937.97998046875,6937.97998046875,0,6866.76599609375,6834.94880859375,6830.8476171875
1980-09-10,6956.2099609375,6956.2099609375,6956.2099609375,6956.2099609375,6956.2099609375,0,6875.4155859375,6837.68400390625,6832.276419270834
1980-09-11,6978.89013671875,6978.89013671875,6978.89013671875,6978.89013671875,6978.89013671875,0,6884.9755859375,6839.985009765625,6834.109622395833
1980-09-12,7000.0400390625,7000.0400390625,7000.0400390625,7000.0400390625,7000.0400390625,0,6894.11638671875,6843.064013671875,6836.034153645834
1980-09-16,7020.16015625,7020.16015625,7020.16015625,7020.16015625,7020.16015625,0,6903.78119140625,6849.297412109375,6838.133619791667
1980-09-17,7031.509765625,7031.509765625,7031.509765625,7031.509765625,7031.509765625,0,6912.974375,6854.816806640625,6840.87134765625
1980-09-18,7035.83984375,7035.83984375,7035.83984375,7035.83984375,7035.83984375,0,6921.03517578125,6859.739404296875,6844.074147135417
1980-09-19,7041.66015625,7041.66015625,7041.66015625,7041.66015625,7041.66015625,0,6929.74158203125,6864.687802734375,6847.0130794270835
1980-09-22,7046.509765625,7046.509765625,7046.509765625,7046.509765625,7046.509765625,0,6938.1291796875,6869.858798828125,6850.10654296875
1980-09-24,6972.6201171875,6972.6201171875,6972.6201171875,6972.6201171875,6972.6201171875,0,6943.60279296875,6873.72400390625,6852.100944010416
1980-09-25,6989.83984375,6989.83984375,6989.83984375,6989.83984375,6989.83984375,0,6948.61439453125,6877.6533984375,6854.85560546875
1980-09-26,6998.52001953125,6998.52001953125,6998.52001953125,6998.52001953125,6998.52001953125,0,6953.4048046875,6881.30080078125,6857.1557421875
1980-09-29,7060.75,7060.75,7060.75,7060.75,7060.75,0,6961.68720703125,6886.30759765625,6860.4361393229165
1980-09-30,7076.4599609375,7076.4599609375,7076.4599609375,7076.4599609375,7076.4599609375,0,6969.29919921875,6891.441201171875,6863.831471354167
1980-10-01,7123.080078125,7123.080078125,7123.080078125,7123.080078125,7123.080078125,0,6977.30279296875,6897.052998046875,6867.437740885417
1980-10-02,7119.39990234375,7119.39990234375,7119.39990234375,7119.39990234375,7119.39990234375,0,6985.836796875,6902.718994140625,6871.71640625
1980-10-03,7142.240234375,7142.240234375,7142.240234375,7142.240234375,7142.240234375,0,6994.3,6908.81439453125,6875.946940104167
1980-10-06,7155.97998046875,7155.97998046875,7155.97998046875,7155.97998046875,7155.97998046875,0,7005.34599609375,6916.01439453125,6880.801608072917
1980-10-07,7149.91015625,7149.91015625,7149.91015625,7149.91015625,7149.91015625,0,7014.77919921875,6922.80279296875,6885.2824088541665
1980-10-08,7115.330078125,7115.330078125,7115.330078125,7115.330078125,7115.330078125,0,7023.81080078125,6928.7751953125,6888.67494140625
1980-10-09,7130.2998046875,7130.2998046875,7130.2998046875,7130.2998046875,7130.2998046875,0,7032.406796875,6935.15359375,6892.99400390625
1980-10-13,7160.259765625,7160.259765625,7160.259765625,7160.259765625,7160.259765625,0,7041.72638671875,6941.936787109375,6898.314134114583
1980-10-14,7157.7998046875,7157.7998046875,7157.7998046875,7157.7998046875,7157.7998046875,0,7051.3359765625,6948.700185546875,6903.077734375
1980-10-15,7174.27001953125,7174.27001953125,7174.27001953125,7174.27001953125,7174.27001953125,0,7060.5591796875,6956.41958984375,6907.7342708333335
1980-10-16,7151.77978515625,7151.77978515625,7151.77978515625,7151.77978515625,7151.77978515625,0,7069.09357421875,6964.3871875,6911.481998697916
1980-10-17,7169.259765625,7169.259765625,7169.259765625,7169.259765625,7169.259765625,0,7078.344765625,6972.555380859375,6916.080794270833
1980-10-20,7175.330078125,7175.330078125,7175.330078125,7175.330078125,7175.330078125,0,7087.1095703125,6981.262578125,6920.825859375
1980-10-21,7165.35986328125,7165.35986328125,7165.35986328125,7165.35986328125,7165.35986328125,0,7094.568359375,6989.77197265625,6924.846126302084
1980-10-22,7143.85986328125,7143.85986328125,7143.85986328125,7143.85986328125,7143.85986328125,0,7100.32115234375,6997.21876953125,6928.816393229166
1980-10-23,7130.89013671875,7130.89013671875,7130.89013671875,7130.89013671875,7130.89013671875,0,7104.7503515625,7004.265771484375,6934.448391927083
1980-10-24,7117.06982421875,7117.06982421875,7117.06982421875,7117.06982421875,7117.06982421875,0,7108.17275390625,7010.573564453125,6939.2687890625
1980-10-27,7089.18994140625,7089.18994140625,7089.18994140625,7089.18994140625,7089.18994140625,0,7110.3067578125,7015.670966796875,6943.26185546875
1980-10-28,7088.43994140625,7088.43994140625,7088.43994140625,7088.43994140625,7088.43994140625,0,7112.17794921875,7020.959765625,6947.184518229166
1980-10-29,7113.52978515625,7113.52978515625,7113.52978515625,7113.52978515625,7113.52978515625,0,7114.85875,7026.49396484375,6951.52544921875
1980-10-30,7124.77978515625,7124.77978515625,7124.77978515625,7124.77978515625,7124.77978515625,0,7120.94513671875,7032.27396484375,6956.131048177083
1980-10-31,7150.75,7150.75,7150.75,7150.75,7150.75,0,7127.38154296875,7037.99796875,6960.89611328125
1980-11-04,7149.3701171875,7149.3701171875,7149.3701171875,7149.3701171875,7149.3701171875,0,7133.415546875,7043.41017578125,6965.3390494791665
1980-11-05,7176.39013671875,7176.39013671875,7176.39013671875,7176.39013671875,7176.39013671875,0,7138.04115234375,7049.8641796875,6970.218782552083
1980-11-06,7188.27978515625,7188.27978515625,7188.27978515625,7188.27978515625,7188.27978515625,0,7142.5139453125,7055.906572265625,6975.132115885417
